latitude,longitude,elevation,time,elevation_diff,distance_diff
63.37534281425178,10.309854308143258,191.1999969482422,2022-02-02 18:43:08+00:00,0.0,5.11
63.375371815636754,10.309849781915545,191.39999389648438,2022-02-02 18:43:09+00:00,0.1999969482421875,3.23
63.37539997883141,10.309845004230738,191.60000610351562,2022-02-02 18:43:10+00:00,0.20001220703125,3.14
63.375428980216384,10.30983922071755,191.60000610351562,2022-02-02 18:43:11+00:00,0.0,3.24
63.37545127607882,10.3098348621279,191.8000030517578,2022-02-02 18:43:12+00:00,0.1999969482421875,2.49
63.375480361282825,10.30982949770987,191.8000030517578,2022-02-02 18:43:13+00:00,0.0,3.25
63.375515984371305,10.309823546558619,191.8000030517578,2022-02-02 18:43:14+00:00,0.0,3.97
63.375551188364625,10.309814242646098,191.8000030517578,2022-02-02 18:43:15+00:00,0.0,3.94
63.37557876482606,10.30981290154159,191.8000030517578,2022-02-02 18:43:16+00:00,0.0,3.07
63.37560843676329,10.309815751388669,191.8000030517578,2022-02-02 18:43:17+00:00,0.0,3.3
63.37563634850085,10.309810806065798,192.1999969482422,2022-02-02 18:43:18+00:00,0.399993896484375,3.11
63.37566484697163,10.309806112200022,192.1999969482422,2022-02-02 18:43:19+00:00,0.0,3.18
63.375693345442414,10.309800747781992,192.39999389648438,2022-02-02 18:43:20+00:00,0.1999969482421875,3.18
63.37572335265577,10.309796389192343,192.39999389648438,2022-02-02 18:43:21+00:00,0.0,3.34
63.37574682198465,10.30979722738266,192.60000610351562,2022-02-02 18:43:22+00:00,0.20001220703125,2.61
63.37577045895159,10.30979823321104,192.60000610351562,2022-02-02 18:43:23+00:00,0.0,2.63
63.37579216808081,10.309795718640089,192.8000030517578,2022-02-02 18:43:24+00:00,0.1999969482421875,2.42
63.37581982836127,10.30979479663074,193.0,2022-02-02 18:43:25+00:00,0.1999969482421875,3.08
63.375844387337565,10.309799322858453,193.0,2022-02-02 18:43:26+00:00,0.0,2.74
63.375873137265444,10.309792114421725,193.1999969482422,2022-02-02 18:43:27+00:00,0.1999969482421875,3.22
63.3758960198611,10.30979236587882,193.1999969482422,2022-02-02 18:43:28+00:00,0.0,2.54
63.375924434512854,10.309804687276483,193.1999969482422,2022-02-02 18:43:29+00:00,0.0,3.22
63.37595645338297,10.309815583750606,193.39999389648438,2022-02-02 18:43:30+00:00,0.1999969482421875,3.6
63.37597891688347,10.309820612892509,193.39999389648438,2022-02-02 18:43:31+00:00,0.0,2.51
63.376011438667774,10.309816421940923,193.39999389648438,2022-02-02 18:43:32+00:00,0.0,3.62
63.37243848480284,10.309614753350616,220.1999969482422,2022-02-02 18:47:18+00:00,-0.4000091552734375,4.86
63.372467989102006,10.309710139408708,219.8000030517578,2022-02-02 18:47:19+00:00,-0.399993896484375,5.78
63.372536804527044,10.309808542951941,218.39999389648438,2022-02-02 18:47:20+00:00,-1.4000091552734375,9.09
63.372616013512015,10.309892781078815,216.8000030517578,2022-02-02 18:47:21+00:00,-1.5999908447265625,9.76
63.37272070348263,10.309962267056108,215.39999389648438,2022-02-02 18:47:22+00:00,-1.4000091552734375,12.15
63.372798236086965,10.309993615373969,214.39999389648438,2022-02-02 18:47:23+00:00,-1.0,8.76
63.372992277145386,10.30996972694993,212.1999969482422,2022-02-02 18:47:25+00:00,-0.8000030517578125,10.78
63.37308129295707,10.309905270114541,211.0,2022-02-02 18:47:26+00:00,-1.1999969482421875,10.41
63.373155472800136,10.30984760262072,209.8000030517578,2022-02-02 18:47:27+00:00,-1.1999969482421875,8.73
63.37322009727359,10.309791946783662,209.1999969482422,2022-02-02 18:47:28+00:00,-0.600006103515625,7.7
63.373283464461565,10.309760430827737,208.8000030517578,2022-02-02 18:47:29+00:00,-0.399993896484375,7.22
63.37335202842951,10.309763196855783,208.8000030517578,2022-02-02 18:47:30+00:00,0.0,7.63
63.37342092767358,10.309790186583996,208.39999389648438,2022-02-02 18:47:31+00:00,-0.4000091552734375,7.78
63.37349493987858,10.309852380305529,207.8000030517578,2022-02-02 18:47:32+00:00,-0.5999908447265625,8.79
63.373572304844856,10.309944162145257,206.60000610351562,2022-02-02 18:47:33+00:00,-1.1999969482421875,9.74
63.37527399882674,10.309993615373969,189.39999389648438,2022-02-02 18:48:56+00:00,0.1999969482421875,2.3
63.37527877651155,10.309958411380649,189.60000610351562,2022-02-02 18:48:57+00:00,0.20001220703125,1.83
63.375294199213386,10.309927146881819,189.8000030517578,2022-02-02 18:48:58+00:00,0.1999969482421875,2.32
63.375316159799695,10.309912227094173,189.8000030517578,2022-02-02 18:48:59+00:00,0.0,2.55
63.375342981889844,10.309904599562287,189.8000030517578,2022-02-02 18:49:00+00:00,0.0,3.01
63.375369971618056,10.309894038364291,189.8000030517578,2022-02-02 18:49:01+00:00,0.0,3.05
63.37539712898433,10.309881549328566,190.1999969482422,2022-02-02 18:49:02+00:00,0.399993896484375,3.08
63.37542772293091,10.309878448024392,190.1999969482422,2022-02-02 18:49:03+00:00,0.0,3.41
63.37545219808817,10.309873167425394,190.39999389648438,2022-02-02 18:49:04+00:00,0.1999969482421875,2.73
63.3754868991673,10.309864198789,190.39999389648438,2022-02-02 18:49:05+00:00,0.0,3.88
63.375511122867465,10.309869898483157,190.0,2022-02-02 18:49:06+00:00,-0.399993896484375,2.71
63.37554448284209,10.309864114969969,190.0,2022-02-02 18:49:07+00:00,0.0,3.72
63.37558228522539,10.309850703924894,190.1999969482422,2022-02-02 18:49:08+00:00,0.1999969482421875,4.26
63.37560826912522,10.309849698096514,190.0,2022-02-02 18:49:09+00:00,-0.1999969482421875,2.89
63.375638611614704,10.309839975088835,190.0,2022-02-02 18:49:10+00:00,0.0,3.41
63.375638611614704,10.309839975088835,190.39999389648438,2022-02-02 18:49:11+00:00,0.399993896484375,0.0
63.37569200433791,10.309822959825397,190.60000610351562,2022-02-02 18:49:12+00:00,0.20001220703125,6.0
63.375715306028724,10.309820445254445,190.60000610351562,2022-02-02 18:49:13+00:00,0.0,2.59
63.375739362090826,10.309825809672475,191.0,2022-02-02 18:49:14+00:00,0.399993896484375,2.69
63.375754030421376,10.309831760823727,190.8000030517578,2022-02-02 18:49:15+00:00,-0.1999969482421875,1.66
63.37577632628381,10.309832766652107,191.0,2022-02-02 18:49:16+00:00,0.1999969482421875,2.48
63.375807171687484,10.309827737510204,191.1999969482422,2022-02-02 18:49:17+00:00,0.1999969482421875,3.44
63.37583449669182,10.309828240424395,191.1999969482422,2022-02-02 18:49:18+00:00,0.0,3.04
63.375856038182974,10.309817343950272,191.39999389648438,2022-02-02 18:49:19+00:00,0.1999969482421875,2.46
63.37587866932154,10.309810303151608,191.60000610351562,2022-02-02 18:49:20+00:00,0.20001220703125,2.54
63.375902557745576,10.309821367263794,191.8000030517578,2022-02-02 18:49:21+00:00,0.1999969482421875,2.71
63.37592778727412,10.309817595407367,191.8000030517578,2022-02-02 18:49:22+00:00,0.0,2.81
63.37595569901168,10.30981332063675,191.8000030517578,2022-02-02 18:49:23+00:00,0.0,3.11
63.37598285637796,10.309804435819387,191.8000030517578,2022-02-02 18:49:24+00:00,0.0,3.05
63.37600682862103,10.309805944561958,192.0,2022-02-02 18:49:25+00:00,0.1999969482421875,2.67
63.37246757000685,10.30972832813859,219.8000030517578,2022-02-02 18:52:52+00:00,-1.0,7.11
63.37252012453973,10.309851374477148,219.0,2022-02-02 18:52:53+00:00,-0.8000030517578125,8.47
63.37259095162153,10.309955896809697,217.8000030517578,2022-02-02 18:52:54+00:00,-1.1999969482421875,9.44
63.3732230309397,10.309955729171634,210.60000610351562,2022-02-02 18:53:01+00:00,-0.1999969482421875,18.6
63.373304503038526,10.30993351712823,210.60000610351562,2022-02-02 18:53:02+00:00,0.0,9.13
63.37338589131832,10.309933852404356,209.60000610351562,2022-02-02 18:53:03+00:00,-1.0,9.05
63.37347725406289,10.309961177408695,208.8000030517578,2022-02-02 18:53:04+00:00,-0.8000030517578125,10.25
63.37528749369085,10.30997752211988,190.39999389648438,2022-02-02 18:54:26+00:00,0.1999969482421875,4.42
63.375307358801365,10.309938630089164,190.60000610351562,2022-02-02 18:54:27+00:00,0.20001220703125,2.94
63.375336695462465,10.309915076941252,190.8000030517578,2022-02-02 18:54:28+00:00,0.1999969482421875,3.47
63.375364523380995,10.309909880161285,190.8000030517578,2022-02-02 18:54:29+00:00,0.0,3.11
63.37539084255695,10.309909377247095,191.1999969482422,2022-02-02 18:54:30+00:00,0.399993896484375,2.93
63.375422693789005,10.309906024485826,191.39999389648438,2022-02-02 18:54:31+00:00,0.1999969482421875,3.55
63.37546041235328,10.309899486601353,191.39999389648438,2022-02-02 18:54:32+00:00,0.0,4.21
63.37549276649952,10.30990325845778,191.39999389648438,2022-02-02 18:54:33+00:00,0.0,3.6
63.37551581673324,10.309896636754274,191.39999389648438,2022-02-02 18:54:34+00:00,0.0,2.58
63.37554205209017,10.309886327013373,191.39999389648438,2022-02-02 18:54:35+00:00,0.0,2.96
63.375578513368964,10.309869144111872,191.60000610351562,2022-02-02 18:54:36+00:00,0.20001220703125,4.14
63.375603407621384,10.309861181303859,191.60000610351562,2022-02-02 18:54:37+00:00,0.0,2.8
63.3756301458925,10.309861516579986,191.60000610351562,2022-02-02 18:54:38+00:00,0.0,2.97
63.37566241621971,10.309858247637749,191.8000030517578,2022-02-02 18:54:39+00:00,0.1999969482421875,3.59
63.37568982504308,10.309857493266463,192.0,2022-02-02 18:54:40+00:00,0.1999969482421875,3.05
63.375714886933565,10.309855146333575,192.1999969482422,2022-02-02 18:54:41+00:00,0.1999969482421875,2.79
63.375738859176636,10.309851290658116,192.1999969482422,2022-02-02 18:54:42+00:00,0.0,2.67
63.37576542980969,10.309850201010704,192.39999389648438,2022-02-02 18:54:43+00:00,0.1999969482421875,2.96
63.37578596547246,10.309847686439753,192.39999389648438,2022-02-02 18:54:44+00:00,0.0,2.29
63.3758045732975,10.309850284829736,192.60000610351562,2022-02-02 18:54:45+00:00,0.20001220703125,2.07
63.375832317397,10.309848943725228,192.60000610351562,2022-02-02 18:54:46+00:00,0.0,3.09
63.37586425244808,10.30983729287982,192.60000610351562,2022-02-02 18:54:47+00:00,0.0,3.6
63.37588822469115,10.309829330071807,192.8000030517578,2022-02-02 18:54:48+00:00,0.1999969482421875,2.69
63.37591798044741,10.309830335900187,192.8000030517578,2022-02-02 18:54:49+00:00,0.0,3.31
63.37595016695559,10.309831341728568,193.0,2022-02-02 18:54:50+00:00,0.1999969482421875,3.58
63.3759721275419,10.309833940118551,193.0,2022-02-02 18:54:51+00:00,0.0,2.45
63.37599886581302,10.309836119413376,193.1999969482422,2022-02-02 18:54:52+00:00,0.1999969482421875,2.98
